index,sample,robustness_spec,shock,horizon,beta_pos,se_pos,pvalue_pos,ci_lower_pos,ci_upper_pos,beta_neg,se_neg,pvalue_neg,ci_lower_neg,ci_upper_neg,asymmetry_test_stat,asymmetry_pvalue,nobs,r_squared,return_lags,control_set
ftse250,full,baseline,path,12,-0.06888099355193776,0.12108613455779815,0.5694515166875372,-0.3062098172852221,0.16844783018134663,-0.11928003502582973,0.14966777282904734,0.42547113181907537,-0.4126288697707625,0.17406879971910305,0.2280738104936707,0.8195888597568408,7257,0.005412388967484194,5,own_lags_only
ftse250,full,baseline,path,13,-0.04526229477541996,0.13651973328571576,0.7402336315990007,-0.3128409720154228,0.22231638246458293,-0.08165494826163693,0.15960737555166857,0.6089317971673435,-0.39448540434290735,0.23117550781963347,0.15240413089513713,0.8788681991556472,7256,0.005471234565422423,5,own_lags_only
ftse250,full,baseline,path,14,-0.016191456312966153,0.14638214426473126,0.9119249274609631,-0.3031004590718394,0.2707175464459071,-0.0945659393228096,0.16072543210754547,0.5562843169330389,-0.4095877862535987,0.2204559076079795,0.31882327243168573,0.7498605296556922,7255,0.005641586229741979,5,own_lags_only
ftse250,full,baseline,path,15,-0.03593493601468213,0.16693721859954,0.8295644722598299,-0.3631318844697805,0.2912620124404163,-0.06844361758971183,0.15105667016140467,0.6504774964162761,-0.364514691106065,0.2276274559266413,0.12998289759964046,0.896579957626406,7254,0.004696144337035801,5,own_lags_only
ftse250,full,baseline,path,16,0.003796331290115788,0.14549419771443148,0.9791834279397768,-0.2813722962301699,0.2889649588104015,-0.10495685899725231,0.14847942753608415,0.47964222047951977,-0.39597653696797724,0.1860628189734726,0.46887767763392235,0.6391570728612983,7253,0.003577855462243207,5,own_lags_only
ftse250,full,baseline,path,17,-0.015486485383800864,0.13655451693681042,0.9097064547206808,-0.2831333385799493,0.2521603678123476,-0.1987193072435801,0.1434174217178951,0.16586880617550803,-0.4798174538106545,0.08237883932349427,0.8097890916858325,0.4180614030762082,7252,0.0032212794926914645,5,own_lags_only
ftse250,full,baseline,path,18,-0.0800916636270644,0.15681388182357653,0.609530708824995,-0.38744687200127437,0.2272635447471456,-0.17121095817252502,0.1447929794609354,0.2370258253914379,-0.4550051979159584,0.11258328157090836,0.3707188332327978,0.7108469614395082,7251,0.002691404649666884,5,own_lags_only
ftse250,full,baseline,path,19,-0.04538814306945953,0.15799397013854602,0.7738997023944445,-0.3550563245410097,0.26428003840209063,-0.16261556133350225,0.142459628044984,0.2536680547955604,-0.44183643230167086,0.11660530963466637,0.49138882249504173,0.6231514683135239,7250,0.002471637652996961,5,own_lags_only
ftse250,full,baseline,path,20,-0.08643859969124293,0.1846825644891628,0.6397568671624757,-0.448416426090002,0.2755392267075162,-0.12657240711274476,0.15151587890377294,0.4035072336536748,-0.4235435297641397,0.17039871553865021,0.14803564442367295,0.8823146379580394,7249,0.002685918751176186,5,own_lags_only
ftse250,full,baseline,qe,0,-0.003908695091560071,0.04607608894053009,0.9323954996231325,-0.09421782941499905,0.08640043923187891,-0.009905318355706318,0.038442533894206835,0.7966650011697094,-0.08525268478835171,0.06544204807693907,0.08899396835375972,0.929086703657377,4300,0.0154179090302079,5,own_lags_only
ftse250,full,baseline,qe,1,-0.014291313352809854,0.06936756806820805,0.8367729579291134,-0.15025174676649766,0.12166912006087795,-0.06687437417017315,0.0756176304426571,0.37649358372259767,-0.21508492983778105,0.08133618149743475,0.43396613943280943,0.664313029805125,4299,0.014089958919656143,5,own_lags_only
ftse250,full,baseline,qe,2,-0.010984558843343156,0.08132916573331876,0.8925620858398792,-0.17038972368064792,0.14842060599396162,0.03444808947490684,0.08494163987216856,0.6850732090360279,-0.13203752467454355,0.2009337036243572,-0.32512072519729424,0.7450897038683648,4298,0.011140175515960582,5,own_lags_only
ftse250,full,baseline,qe,3,-0.0049085949062408875,0.0930190690966962,0.9579153477648281,-0.18722597033576543,0.17740878052328368,-0.035202729952487605,0.12343940176120044,0.7755044959572934,-0.2771439574044404,0.20673849749946524,0.1622533435111682,0.8711063542290791,4297,0.008418770419573063,5,own_lags_only
ftse250,full,baseline,qe,4,-0.03693463094806186,0.11014265267362114,0.7373727743937515,-0.2528142301883593,0.17894496829223555,-0.08622965413591276,0.15576260447098347,0.5798549275291474,-0.39152435889904036,0.21906505062721482,0.2143398531017526,0.8302820418338648,4296,0.007156664654204725,5,own_lags_only
ftse250,full,baseline,qe,5,-0.06397757787033477,0.12093027670009268,0.596774121012166,-0.3010009202025164,0.17304576446184688,-0.11605453835056644,0.19015431729826954,0.541651399327918,-0.4887570002551747,0.2566479235540418,0.18933046608863327,0.8498338186324321,4295,0.007057748421700816,5,own_lags_only
ftse250,full,baseline,qe,6,-0.03810799673473043,0.11658024578188202,0.7437570525451318,-0.2666052784672192,0.19038928499775834,-0.1132937407271129,0.1497032294633293,0.4491763504539954,-0.40671207047523833,0.18012458902101253,0.32873313832071743,0.7423574043839178,4294,0.005002827201613713,5,own_lags_only
ftse250,full,baseline,qe,7,-0.017379500217437137,0.12474736637048106,0.8891992047080015,-0.26188433830358,0.22712533786870573,-0.11340758792455903,0.14810945034587533,0.44385409656189223,-0.4037021106024747,0.17688693475335665,0.4131355511029948,0.67950730387711,4293,0.004134437385184375,5,own_lags_only
ftse250,full,baseline,qe,8,0.018964288952079206,0.12527335378786703,0.8796733921954257,-0.22657148447214015,0.2645000623762986,-0.16523716579412157,0.16525854036702545,0.3173731049953281,-0.4891439049134914,0.15866957332524828,0.734915839263768,0.4623907512944917,4292,0.0038341000983961315,5,own_lags_only
ftse250,full,baseline,qe,9,0.008425518363899516,0.1398179278326603,0.9519480465492589,-0.26561762018811463,0.2824686569159137,-0.15130093758354438,0.14755824202675935,0.30519137749432323,-0.4405150919559927,0.13791321678890392,0.6524535299979477,0.5141086415332993,4291,0.0027833805402319722,5,own_lags_only
ftse250,full,baseline,qe,10,0.03523463538235143,0.1347081359947084,0.7936585376237499,-0.22879331116727702,0.2992625819319799,-0.13815595157756208,0.1555259719482462,0.37437168660091347,-0.4429868565961246,0.16667495344100045,0.7089056937970368,0.4783830015210564,4290,0.002984943914248417,5,own_lags_only
ftse250,full,baseline,qe,11,0.02100944157738721,0.13480444882579778,0.876150274121029,-0.24320727812117643,0.28522616127595085,-0.1415153818795276,0.1382828816562876,0.30613010384297856,-0.4125498299258513,0.1295190661667961,0.7229699707031387,0.46969833354013624,4289,0.003094454535492841,5,own_lags_only
ftse250,full,baseline,qe,12,-0.007924397032709824,0.13747088552571618,0.9540320543469103,-0.27736733266311353,0.2615185385976939,-0.23531605141768833,0.1706470278338549,0.16790595615134196,-0.5697842259720439,0.0991521231366673,0.8731936063716425,0.38255755917535617,4288,0.003927047543691553,5,own_lags_only
ftse250,full,baseline,qe,13,-0.034122040002606324,0.14793626016265765,0.8175838759572236,-0.3240771099214153,0.25583302991620266,-0.3164090911244137,0.20707166902150656,0.1265082444808512,-0.7222695624065665,0.08945138015773918,0.9181791788296912,0.3585250673698115,4287,0.004419523018951876,5,own_lags_only
ftse250,full,baseline,qe,14,-0.11285364194383954,0.15386706980748557,0.4632846485901484,-0.41443309876651124,0.1887258148788322,-0.3152377961846468,0.22206892596795993,0.1557389243522041,-0.7504928910818482,0.12001729871255468,0.6241068694817598,0.5325574028067849,4286,0.005503902958511997,5,own_lags_only
ftse250,full,baseline,qe,15,-0.06142676675416002,0.1625242450495757,0.7054644086911641,-0.37997428705132835,0.2571207535430083,-0.3848974424833516,0.23710874895286935,0.10452636162929176,-0.8496305904309756,0.07983570546427232,0.9456058627455787,0.34434965284076324,4285,0.005449917550993777,5,own_lags_only
ftse250,full,baseline,qe,16,0.03743499031550263,0.1537273678799551,0.8076061121188309,-0.2638706507292094,0.33874063136021465,-0.37108956992812625,0.21344868232129316,0.08211529777909618,-0.7894489872778608,0.047269847421608335,1.3068728772332119,0.19125588902678703,4284,0.00518789954327159,5,own_lags_only
ftse250,full,baseline,qe,17,0.11740477794697986,0.15217082892879924,0.44039121878929344,-0.18085004675346666,0.41565960264742635,-0.28852542566161765,0.174919225953389,0.0990497341428403,-0.6313671085302601,0.054316257207024765,1.4889297583484093,0.13650586635145423,4283,0.0038668763751658064,5,own_lags_only
ftse250,full,baseline,qe,18,0.1515194130438204,0.17218653363934106,0.3788742117485092,-0.18596619288928803,0.48900501897692883,-0.3186320261086668,0.18199782220477814,0.07998960864676825,-0.675347757630032,0.03808370541269834,1.6065256172971196,0.1081584709925042,4282,0.003642023313015219,5,own_lags_only
ftse250,full,baseline,qe,19,0.14296206074328816,0.17729159124226096,0.4200313592293009,-0.20452945809154333,0.49045357957811964,-0.36045263279979634,0.20832798523342108,0.08359150256668638,-0.7687754838573017,0.047870218257708985,1.5850865143032444,0.11294667915874305,4281,0.004285857605601073,5,own_lags_only
ftse250,full,baseline,qe,20,0.12909883554094864,0.18859618939634382,0.4936436113426472,-0.24054969567588524,0.49874736675778253,-0.4506758899778667,0.20869951064077297,0.030815372039364554,-0.8597269308337816,-0.04162484912195169,1.7926546174675324,0.07302816733400594,4280,0.005501020155691649,5,own_lags_only
ftse250,full,baseline,target,0,-0.04802439810808769,0.016070135121360653,0.0028041905446130146,-0.07952186294595456,-0.016526933270220805,0.040004287001470795,0.02511009418439586,0.11112529035557867,-0.009211497599945086,0.08922007160288667,-2.636358936984114,0.008380103511075813,7269,0.013034516221601677,5,own_lags_only
ftse250,full,baseline,target,1,-0.07055277482632512,0.02482267623086172,0.0044793386504817095,-0.11920522023881408,-0.02190032941383615,0.020946123248729576,0.027173930848243773,0.44081550979839546,-0.03231478121382822,0.07420702771128737,-2.242285256910011,0.02494294198653569,7268,0.010079739710208813,5,own_lags_only
ftse250,full,baseline,target,2,-0.05678032472911058,0.03497960179845427,0.10453789077861304,-0.12534034425408094,0.011779694795859781,0.016792440954884143,0.02766311087206171,0.5438285379056136,-0.03742725635435681,0.07101213826412509,-1.5774094554184013,0.11470134117152145,7267,0.005335391743856999,5,own_lags_only
ftse250,full,baseline,target,3,-0.05395048343806367,0.044253121778306106,0.22279335362072128,-0.14068660212354364,0.032785635247416296,0.09713480450036235,0.039203288546944326,0.01322245583015814,0.02029635894835148,0.17397325005237324,-2.3350344809642385,0.01954161951889008,7266,0.005371503532081046,5,own_lags_only
ftse250,full,baseline,target,4,-0.04747169848755406,0.053726126235461094,0.37691928179764156,-0.1527749059090578,0.057831508933949685,0.14906689436218828,0.04568905291288906,0.0011037995535633787,0.05951635065292574,0.23861743807145083,-2.493928846107398,0.012633786736565383,7265,0.005017704426296343,5,own_lags_only
ftse250,full,baseline,target,5,-0.0657275348702421,0.06645930952289444,0.3226684587897337,-0.1959877815351152,0.06453271179463099,0.18538790927800197,0.0582228701382295,0.0014520080389837178,0.07127108380707216,0.2995047347489318,-2.612116374971982,0.00899836177835553,7264,0.004093281840414242,5,own_lags_only
ftse250,full,baseline,target,6,-0.08578572274664867,0.0631366655032047,0.17423195503177802,-0.20953358713292985,0.03796214163963253,0.16864659591342793,0.06937169712202564,0.015054818367226332,0.03267806955425767,0.3046151222725982,-2.527875002460904,0.01147551998043951,7263,0.004121357774392376,5,own_lags_only
ftse250,full,baseline,target,7,-0.09757990799493653,0.06716971570195429,0.14629688605474722,-0.22923255077076693,0.034072734780893885,0.18885233485626715,0.08907842838745225,0.034000302275330435,0.014258615216860754,0.3634460544956736,-2.373782758850559,0.017606906182462242,7262,0.004287432344662778,5,own_lags_only
ftse250,full,baseline,target,8,-0.11082753266893734,0.06804974584336121,0.10339238081191718,-0.24420503452192532,0.022549969184050625,0.2092993885943536,0.08435935139297542,0.013099765279453876,0.04395505986412179,0.3746437173245854,-2.7079514199016486,0.006769993138961707,7261,0.004374316539499712,5,own_lags_only
ftse250,full,baseline,target,9,-0.11878948689442176,0.07564118016495021,0.1163141600033913,-0.26704620001772417,0.02946722622888065,0.2471738893506282,0.10090131646843066,0.014299128119777228,0.049407309072504124,0.4449404696287523,-2.6374928138730094,0.008352139514538181,7260,0.004730534921871921,5,own_lags_only
ftse250,full,baseline,target,10,-0.13822063459069744,0.08543294021936511,0.1056874791004786,-0.305669197420653,0.029227928239258155,0.2635406397493849,0.11582381556428128,0.02288446561442001,0.036525961243393607,0.49055531825537624,-2.532031622682837,0.011340376338146831,7259,0.005375718973685162,5,own_lags_only
ftse250,full,baseline,target,11,-0.16297199366195994,0.0821201881342283,0.04719405238423304,-0.3239275624050474,-0.002016424918872467,0.26569105055618314,0.12304262474040213,0.030823679812666142,0.02452750606499496,0.5068545950473713,-2.6263587045932453,0.008630381516246293,7258,0.006127000303304708,5,own_lags_only
ftse250,full,baseline,target,12,-0.19047250744753816,0.08898826722006019,0.032320621412716306,-0.36488951119885615,-0.01605550369622019,0.21356409251412947,0.09688614479153718,0.027504730218372908,0.02366724872271661,0.40346093630554236,-2.8519821865994235,0.004344753530889468,7257,0.005412388967484194,5,own_lags_only
ftse250,full,baseline,target,13,-0.1904431422738384,0.09524834657333316,0.045561008034799066,-0.3771299015575714,-0.003756382990105417,0.21417700685065577,0.09594117948535515,0.025589970989883463,0.026132295059359684,0.4022217186419519,-2.802616021923107,0.0050689980242983376,7256,0.005471234565422423,5,own_lags_only
ftse250,full,baseline,target,14,-0.17224292895915655,0.09702092375587806,0.07584550272143743,-0.3624039395206775,0.01791808160236444,0.2371200131099873,0.08943205178766432,0.008015918848051473,0.06183319160616521,0.41240683461380934,-2.900360024981678,0.0037273427168416453,7255,0.005641586229741979,5,own_lags_only
ftse250,full,baseline,target,15,-0.16513740555021422,0.09702853475740407,0.08876533902185593,-0.3553133336747262,0.025038522574297756,0.19451383500146283,0.08200916947843842,0.017699048849169206,0.033775862823723524,0.35525180717920213,-2.5770204621181496,0.009965605107060193,7254,0.004696144337035801,5,own_lags_only
ftse250,full,baseline,target,16,-0.15202937345473574,0.09862879045240441,0.12321217474325154,-0.3453418027414484,0.04128305583197689,0.19925215493782367,0.08023420497640445,0.013014155978337882,0.04199311318407095,0.3565111966915764,-2.5333311194044645,0.011298416878904169,7253,0.003577855462243207,5,own_lags_only
ftse250,full,baseline,target,17,-0.18661368885441373,0.0922652359325975,0.04311661558847768,-0.36745355128230484,-0.0057738264265226324,0.23884561283757452,0.10396761714168413,0.021601219880392313,0.03506908323987362,0.4426221424352754,-2.76754118396703,0.005648090870567912,7252,0.0032212794926914645,5,own_lags_only
ftse250,full,baseline,target,18,-0.14898872720155004,0.10657040830141211,0.1621037788062093,-0.35786672747231774,0.05988927306921768,0.21229103563908527,0.10430170177508755,0.04181512197936011,0.00785970015991369,0.41672237111825683,-2.180719435381445,0.029204174616349235,7251,0.002691404649666884,5,own_lags_only
ftse250,full,baseline,target,19,-0.09655276836539291,0.1124088495041244,0.39037209215545865,-0.3168741133934767,0.12376857666269091,0.2193650003256621,0.10508488826543151,0.036842706637808156,0.013398619325416361,0.42533138132590786,-1.850232180371758,0.06428009267884975,7250,0.002471637652996961,5,own_lags_only
ftse250,full,baseline,target,20,-0.087581648595269,0.12141183882527563,0.47068802722139313,-0.32554885269280925,0.15038555550227123,0.21994830380661615,0.1122495781493788,0.05005920530796156,-6.086936616631067e-05,0.4399574769793986,-1.6818533041717767,0.09259728943347836,7249,0.002685918751176186,5,own_lags_only
ftse250,full,lag10,path,0,-0.044054602301495625,0.03752790146328909,0.2404286909132184,-0.11760928916954225,0.02950008456655099,-0.046880316088488735,0.03123473164316328,0.1333805389946688,-0.10810039010908876,0.014339757932111293,0.051514258616691476,0.958915740204037,7268,0.01703509124857172,10,own_lags_only
ftse250,full,lag10,path,1,-0.022750881151643473,0.04922443406404915,0.6439474049497489,-0.11923077191717982,0.07372900961389287,-0.027202009325821685,0.04513060860599318,0.5466818692218256,-0.11565800219356832,0.06125398354192495,0.060442157661065594,0.9518034830554828,7267,0.01158103635750618,10,own_lags_only
ftse250,full,lag10,path,2,-0.04352743249672449,0.054255974326278246,0.42240220734325773,-0.14986914217622985,0.06281427718278088,-0.004337810316575795,0.05914966285158862,0.9415386017938073,-0.12027114950568948,0.1115955288725379,-0.436224477038108,0.6626738705170127,7266,0.006646707936832197,10,own_lags_only
ftse250,full,lag10,path,3,0.020375260927488623,0.06552110571069933,0.7558215406511348,-0.10804610626548206,0.1487966281204593,-0.05578394681961325,0.06231228630889921,0.3706631324184303,-0.1779160279850557,0.0663481343458292,0.8074970224225045,0.41938018930868937,7265,0.006392699507801969,10,own_lags_only
ftse250,full,lag10,path,4,0.03399332571581096,0.07630966824037223,0.6559833751706592,-0.11557362403531862,0.18356027546694054,-0.07714793754720195,0.07095148064414765,0.27688935045614405,-0.21621283960973134,0.06191696451532744,1.1116290348497824,0.2662976833729104,7264,0.006168448103711199,10,own_lags_only
ftse250,full,lag10,path,5,0.0493598565756129,0.09116858038423,0.5882229339079613,-0.1293305609774779,0.22805027412870368,-0.06481941433432445,0.09099121029688158,0.47623564779426875,-0.24316218651621233,0.11352335784756343,0.9053085707962516,0.3653019370814178,7263,0.005967683084875164,10,own_lags_only
ftse250,full,lag10,path,6,0.03416256614801314,0.08761928409297962,0.6966121204132272,-0.1375712306742269,0.20589636297025318,-0.016491977813302194,0.10291313753591798,0.8726830148232909,-0.21820172738370142,0.18521777175709703,0.3470244926747177,0.7285729183423492,7262,0.006006161150024503,10,own_lags_only
ftse250,full,lag10,path,7,-0.004910429543828365,0.10006132986934295,0.9608601654023807,-0.20103063608774055,0.19120977700008382,-0.034684658405582054,0.11171174609903893,0.7561932745082214,-0.25363968075969834,0.18427036394853424,0.1759622880944086,0.8603235698526089,7261,0.006193913357787961,10,own_lags_only
ftse250,full,lag10,path,8,0.04263208887953124,0.10269913646348662,0.6780567437515197,-0.15865821858890253,0.243922396347965,-0.08105493231203417,0.11248005318800605,0.47114577243314604,-0.30151583656052605,0.13940597193645768,0.7240303261055615,0.46904711726371895,7260,0.006315881022758596,10,own_lags_only
ftse250,full,lag10,path,9,0.03597335952269338,0.1040891889320308,0.7296423651539992,-0.168041450784087,0.23998816982947374,-0.10439179174519884,0.11688003214792413,0.3717750585628278,-0.3334766547551301,0.12469307126473243,0.7697306343723969,0.4414596941197697,7259,0.006312447169560587,10,own_lags_only
ftse250,full,lag10,path,10,-0.017981353078369802,0.10861029906276884,0.8685044457822682,-0.23085753924139674,0.1948948330846571,-0.13430454857786334,0.1250381401627676,0.28277398579913393,-0.37937930329688785,0.11077020614116115,0.6034476837698116,0.546210908826217,7258,0.00641450041348357,10,own_lags_only
ftse250,full,lag10,path,11,-0.04299939991292091,0.11088753780066363,0.6981826483195095,-0.2603389740022216,0.17434017417637981,-0.1421298199859559,0.1368788411581991,0.2991014426121893,-0.41041234865602616,0.12615270868411435,0.4749312026876797,0.6348360103830357,7257,0.0067006509658211755,10,own_lags_only
ftse250,full,lag10,path,12,-0.07322078513392422,0.11962997352363755,0.5404977096764876,-0.3076955332402538,0.16125396297240538,-0.1180306194592263,0.1489162596924923,0.42801250540027336,-0.40990648845651123,0.1738452495380586,0.20434312080623934,0.8380853752696338,7256,0.005835674081024589,10,own_lags_only
ftse250,full,lag10,path,13,-0.04841646643473482,0.13467375638564755,0.7192141298943062,-0.31237702895060404,0.21554409608113437,-0.08009051195598761,0.1591788248991279,0.6148602011989474,-0.3920810087582783,0.2318999848463031,0.13366245640256336,0.8936694941509293,7255,0.005821496213766819,10,own_lags_only
ftse250,full,lag10,path,14,-0.020369216069965296,0.14432252835080564,0.8877618929371441,-0.30324137163754433,0.2625029394976138,-0.09356775563345097,0.16028205104601495,0.5593754730454672,-0.4077205756836403,0.2205850644167383,0.29998793567252596,0.7641863580137482,7254,0.00595119296163249,10,own_lags_only
ftse250,full,lag10,path,15,-0.04117548509612626,0.16552919650627199,0.803553714242552,-0.36561271024841935,0.2832617400561668,-0.06780470678211249,0.14999424975726836,0.6512338935321957,-0.36179343630635846,0.2261840227421335,0.1071684674797526,0.914655330635184,7253,0.0050163993351524105,10,own_lags_only
ftse250,full,lag10,path,16,0.001173460156026272,0.1448912493327091,0.9935380810772763,-0.28281338853608357,0.2851603088481361,-0.10386670774680307,0.14812680049642146,0.48317738740841243,-0.3941952367197891,0.186461821226183,0.4539944448586055,0.6498328251203931,7252,0.0038675059435570036,10,own_lags_only
ftse250,full,lag10,path,17,-0.01648654575675582,0.1349110886088756,0.9027382154134151,-0.280912279430152,0.24793918791664035,-0.1980403263206114,0.1426418544726661,0.16502300951793436,-0.4776183610870369,0.08153770844581418,0.8100790290079949,0.41789475623928063,7251,0.0034828347887519984,10,own_lags_only
ftse250,full,lag10,path,18,-0.08344060746246452,0.1543313447125452,0.5887427461043976,-0.3859300430990531,0.21904882817412408,-0.17028065291210828,0.14344562370240557,0.2351982057520412,-0.4514340753688232,0.11087276954460665,0.3584603805278562,0.7199988123438221,7250,0.003101459331005918,10,own_lags_only
ftse250,full,lag10,path,19,-0.050324847467847454,0.15581178151120748,0.7467067030651677,-0.3557159392298141,0.2550662442941192,-0.16105666223742207,0.14000819759182354,0.25000494349334124,-0.43547272951739624,0.11335940504255207,0.4719912239298431,0.6369330527677507,7249,0.0030806546787255362,10,own_lags_only
ftse250,full,lag10,path,20,-0.08799817901114122,0.1830218557640131,0.6306537150819589,-0.4467210163086069,0.27072465828632447,-0.12414838254004458,0.14975809693062234,0.40710848730180826,-0.4176742525240643,0.16937748744397518,0.13481232501153814,0.8927602608513145,7248,0.0032175075424976107,10,own_lags_only
ftse250,full,lag10,qe,0,-0.004824564351238349,0.045869497304108886,0.916232796577745,-0.09472877906729177,0.08507965036481507,-0.01112695955426892,0.038234228387080925,0.7710353351255204,-0.08606604719294753,0.0638121280844097,0.09413755301600094,0.9249998898286688,4300,0.020436766014194196,10,own_lags_only
ftse250,full,lag10,qe,1,-0.013523726573596295,0.06944935912932562,0.8456059834503118,-0.14964447046707452,0.12259701731988193,-0.06843033842435482,0.0756962047550717,0.36598861127628224,-0.21679489974429533,0.0799342228955857,0.4522992957524081,0.6510533832219055,4299,0.015204635511600118,10,own_lags_only
ftse250,full,lag10,qe,2,-0.012251045788240227,0.08147423486387566,0.8804749832782145,-0.17194054612143653,0.14743845454495605,0.033728795405375406,0.08586325073752758,0.694452489878943,-0.13456317604017864,0.20202076685092946,-0.3262540306243682,0.7442321652072144,4298,0.012776238346976831,10,own_lags_only
ftse250,full,lag10,qe,3,-0.007231189384010296,0.09366357068455838,0.9384613694005226,-0.1908117879257447,0.17634940915772412,-0.036781287256442904,0.12498716763151807,0.7685435654787447,-0.2817561358142183,0.20819356130133249,0.15626911060341275,0.8758209033525187,4297,0.009538566364795553,10,own_lags_only
ftse250,full,lag10,qe,4,-0.0375679033739474,0.110797738923398,0.7345589419441034,-0.2547314716638075,0.17959566491591267,-0.09183919201716989,0.15801426171743008,0.5611001102703432,-0.4015471449833328,0.21786876094899305,0.2329211006363647,0.8158226730830851,4296,0.008749059792940828,10,own_lags_only
ftse250,full,lag10,qe,5,-0.06414848474899387,0.12111494344414714,0.5963548786181558,-0.3015337738995223,0.17323680440153452,-0.12284295288506199,0.19100271011359682,0.5201282684406805,-0.49720826470771173,0.2515223589375878,0.2128055353783682,0.8314786460294546,4295,0.00944406311353263,10,own_lags_only
ftse250,full,lag10,qe,6,-0.037928629314495074,0.11603056428751622,0.743755008089743,-0.2653485353180269,0.1894912766890367,-0.11965684372599078,0.15110381048934354,0.42842772335311496,-0.41582031228510413,0.17650662483312257,0.35641736483313774,0.7215280268666548,4294,0.006918516055933743,10,own_lags_only
ftse250,full,lag10,qe,7,-0.01578081907784097,0.12480975431973296,0.8993844415092332,-0.2604079375445176,0.2288462993888356,-0.12150043685621231,0.1496401920420512,0.41682000438683164,-0.41479521325863267,0.17179433954620804,0.452403045891022,0.6509786530923735,4293,0.005661449876255387,10,own_lags_only
ftse250,full,lag10,qe,8,0.021456066511126585,0.1250329640221472,0.8637494300455784,-0.22360854297228192,0.2665206759945351,-0.17240606051999754,0.16440524051888328,0.2943322191356751,-0.49464033193700874,0.14982821089701368,0.7766772905582092,0.4373491883699455,4292,0.005373760190761967,10,own_lags_only
